CO_NCM;NO_NCM_POR;CO_EXP_SUBSET;NO_EXP_SUBSET_POR;NO_EXP_SUBSET_ESP;NO_EXP_SUBSET_ING;CO_EXP_SET;NO_EXP_SET;NO_EXP_SET_ESP;NO_EXP_SET_ING
84659290;Outras máquinas-ferramentas para desbastar, etc, madeira, cortiça, etc;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84659310;Lixadeiras para madeira, cortiça, osso, borracha endurecida, plásticos duros ou matérias duras semelhantes;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84659390;Outras máquinas-ferramentas para esmerilar/polir madeira, cortiça, etc.;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84659400;Máquinas-ferramentas para arquear/reunir madeira, cortiça, osso, etc.;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84659511;Máquinas para furar madeira, cortiça, etc, de comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84659512;Máquinas para escatelar madeira, cortiça, etc, de comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84659591;Outras máquinas-ferramentas para furar madeira, cortiça, osso, etc.;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84659592;Outras máquinas-ferramentas para escatelar madeira, cortiça, osso, etc.;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84659600;Máquinas para fender, seccionar ou desenrolar madeira, etc.;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84659900;Outras máquinas-ferramentas para trabalhar madeira, cortiça, osso, etc.;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84661000;Porta-ferramentas e fieiras de abertura automática;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84662010;Porta-peças para tornos;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84662090;Porta-peças para outras máquinas-ferramentas;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84663000;Dispositivos divisores e outros dispositivos especiais, para máquinas-ferramentas;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84669100;Partes e acessórios de máquinas-ferramentas para trabalhar pedra, concreto, etc (posição 84.64);0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84669200;Partes e acessórios de máquinas-ferramentas para trabalhar madeira, osso, etc. (posição 84.65);0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84669311;Partes e acessórios de máquinas-ferramentas operadas por ultra-som (subposição 8456.20);0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84669319;"Partes e acessórios de máquinas-ferramentas operadas por ""laser"", etc.";0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84669320;Partes e acessórios de centros de usinagem, etc, para trabalhar metais (máquinas da posição 84.57);0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84669330;Partes e acessórios de tornos para metais (máquinas da posição 84.58);0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84669340;Partes e acessórios de máquinas-ferramentas para furar, fresar, etc, metais (máquinas da posição 84.59);0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84669350;Partes e acessórios de máquinas-ferramentas para afiar, amolar, etc, metais (máquinas da posição 84.60);0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84669360;Partes e acessórios de máquinas-ferramentas para aplainar, etc, engrenagem (máquinas da posição 84.61);0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84669410;Partes e acessórios de máquinas-ferramentas para forjar, etc, metais (máquinas da subposição 8462.10);0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84669420;Partes e acessórios de máquinas-ferramentas para enrolar, etc, metais (máquinas das subposições 8462.21 ou 8462.29);0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84669430;Partes e acessórios de prensas para extrusão de metais;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84669490;Partes e acessórios de outras máquinas-ferramentas para trabalhar metais, etc;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84671110;Furadeiras pneumáticas rotativas, de uso manual;0917;Ferramentas manuais, pneumáticas ou hidráulicas;Herramientas manuales, neumáticas o hidráulicas;Hand tools, pneumatic or hydraulic;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84671190;Outras ferramentas pneumáticas rotativas, de uso manual;0917;Ferramentas manuais, pneumáticas ou hidráulicas;Herramientas manuales, neumáticas o hidráulicas;Hand tools, pneumatic or hydraulic;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84671900;Outras ferramentas pneumáticas, de uso manual;0917;Ferramentas manuais, pneumáticas ou hidráulicas;Herramientas manuales, neumáticas o hidráulicas;Hand tools, pneumatic or hydraulic;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84672100;Furadeiras com motor elétrico incorporado;1108;Ferramentas eletromecânicas com motor, de uso manual;Herramientas electromecánicas, uso manual;Hand driven electromechanical tools;11;MATERIAIS ELETRICOS E ELETRONICOS;Materiales eléctricos y electrónicos;Electrical and electronic materials
84672200;Serras com motor elétrico incorporado;1108;Ferramentas eletromecânicas com motor, de uso manual;Herramientas electromecánicas, uso manual;Hand driven electromechanical tools;11;MATERIAIS ELETRICOS E ELETRONICOS;Materiales eléctricos y electrónicos;Electrical and electronic materials
84672910;Tesouras com motor elétrico incorporado;1108;Ferramentas eletromecânicas com motor, de uso manual;Herramientas electromecánicas, uso manual;Hand driven electromechanical tools;11;MATERIAIS ELETRICOS E ELETRONICOS;Materiales eléctricos y electrónicos;Electrical and electronic materials
84672991;Cortadoras de tecidos, com motor elétrico incorporado;1108;Ferramentas eletromecânicas com motor, de uso manual;Herramientas electromecánicas, uso manual;Hand driven electromechanical tools;11;MATERIAIS ELETRICOS E ELETRONICOS;Materiales eléctricos y electrónicos;Electrical and electronic materials
84672992;Parafusadeiras e rosqueadeiras, com motor elétrico;1108;Ferramentas eletromecânicas com motor, de uso manual;Herramientas electromecánicas, uso manual;Hand driven electromechanical tools;11;MATERIAIS ELETRICOS E ELETRONICOS;Materiales eléctricos y electrónicos;Electrical and electronic materials
84672993;Martelos com motor elétrico incorporado;1108;Ferramentas eletromecânicas com motor, de uso manual;Herramientas electromecánicas, uso manual;Hand driven electromechanical tools;11;MATERIAIS ELETRICOS E ELETRONICOS;Materiales eléctricos y electrónicos;Electrical and electronic materials
84672999;Outras ferramentas com motor elétrico incorporado;1108;Ferramentas eletromecânicas com motor, de uso manual;Herramientas electromecánicas, uso manual;Hand driven electromechanical tools;11;MATERIAIS ELETRICOS E ELETRONICOS;Materiales eléctricos y electrónicos;Electrical and electronic materials
84678100;Serras de corrente, de uso manual;0917;Ferramentas manuais, pneumáticas ou hidráulicas;Herramientas manuales, neumáticas o hidráulicas;Hand tools, pneumatic or hydraulic;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84678900;Outras ferramentas hidráulicas de motor não elétrico, de uso manual;0917;Ferramentas manuais, pneumáticas ou hidráulicas;Herramientas manuales, neumáticas o hidráulicas;Hand tools, pneumatic or hydraulic;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84679100;Partes de serras de corrente, de uso manual;0917;Ferramentas manuais, pneumáticas ou hidráulicas;Herramientas manuales, neumáticas o hidráulicas;Hand tools, pneumatic or hydraulic;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84679200;Partes de ferramentas pneumáticas, de uso manual;0917;Ferramentas manuais, pneumáticas ou hidráulicas;Herramientas manuales, neumáticas o hidráulicas;Hand tools, pneumatic or hydraulic;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84679900;Partes de ferramentas hidráulicas, de motor não elétrico, manuais;0917;Ferramentas manuais, pneumáticas ou hidráulicas;Herramientas manuales, neumáticas o hidráulicas;Hand tools, pneumatic or hydraulic;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84681000;Maçaricos de uso manual;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84682000;Outras máquinas e aparelhos a gás, para tempera superficial;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84688010;Máquinas e aparelhos para soldar por fricção;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
